has_types	0.02824
	0.16811	reining
	0.16764	bleating
	0.16522	gallop
	0.16463	saddling
	0.16462	bovine
	0.16420	stallions
	0.16390	oxen
	0.16131	dressage
	0.16128	goat
	0.16122	racehorse
	0.16096	cow
	0.16011	progeny
is_comfortable	0.84375
	0.27613	comfy
	0.23050	socks
	0.21966	tracksuit
	0.21382	cushioning
	0.20264	pyjamas
	0.20124	sweatpants
	0.19772	trousers
	0.19767	khakis
	0.19470	sweaters
	0.19467	sneakers
	0.19307	rumpled
	0.19234	overcoats
	0.19201	footwear
	0.19034	cot
	0.18818	breathable
	0.18746	cushy
	0.18721	overcoat
	0.18667	adidas
	0.18526	cushioned
	0.17868	corduroy
	0.17855	al-Khatib
	0.17757	slippers
	0.17754	soled
	0.17735	slouched
	0.17582	cozy
	0.17447	fleece
	0.17376	leggings
	0.17350	loafers
	0.17327	cushions
	0.17309	chinos
	0.17277	comfortable
	0.17023	cardigan
	0.16997	chaise
	0.16874	cosy
	0.16824	woolen
	0.16799	sofa
	0.16761	turtlenecks
	0.16742	khaki
	0.16700	knitwear
	0.16611	washable
	0.16591	mattresses
	0.16579	undershirt
	0.16487	cardigans
	0.16371	luxuriously
	0.16345	pullovers
	0.16202	pajamas
	0.16140	turtleneck
	0.16120	sweater
	0.16074	upholstered
	0.15986	snug
is_a_predator	0.84444
	0.22804	hyenas
	0.22301	jaguars
	0.20497	cobras
	0.20150	delisting
	0.19561	rattlesnakes
	0.19556	wolves
	0.19418	venomous
	0.18759	pythons
	0.18698	jaguar
	0.18643	panther
	0.18627	cobra
	0.18440	bluefin
	0.18433	vs.
	0.18192	prowling
	0.18026	jackals
	0.17877	rattlesnake
	0.17849	vulture
	0.17806	prowl
	0.17614	vultures
	0.17425	leopards
	0.17381	predator
	0.16664	snakehead
	0.16593	raptors
	0.16526	lioness
	0.16377	cheetahs
	0.16339	condors
	0.16059	hyena
	0.15984	carnivores
	0.15791	peregrine
	0.15464	sharks
	0.15295	cougars
	0.15229	tiger
	0.15152	cougar
	0.15097	prowled
	0.15079	grizzlies
	0.15042	falcon
	0.14993	crocodiles
	0.14963	tigers
	0.14936	scorpions
	0.14754	eagles
	0.14523	cabernets
	0.14514	lion
	0.14457	carnivore
	0.14443	delist
	0.14440	hawks
	0.14425	scorpion
	0.14185	growl
	0.14112	shark
	0.14069	roars
	0.14044	preying
made_of_brass	0.84615
	0.25578	knell
	0.25112	trumpets
	0.24042	trombonist
	0.22976	pallbearers
	0.22841	mouthpieces
	0.21839	blares
	0.21731	clanged
	0.21471	trombone
	0.20427	saxophonist
	0.19719	repatriations
	0.19695	blare
	0.19521	gongs
	0.19432	picketed
	0.18938	endorsers
	0.18893	post-1997
	0.18876	resounded
	0.18869	rung
	0.18839	exultant
	0.18772	gong
	0.18733	al-Jubouri
	0.18701	acclamation
	0.18559	commemorations
	0.18409	cremations
	0.18146	tenor
	0.18125	cofounder
	0.18071	reverberations
	0.18014	bellowed
	0.18007	al-Shahristani
	0.17920	interment
	0.17865	intones
	0.17857	trumpet
	0.17801	al-Sharif
	0.17693	trumpeting
	0.17659	reprises
	0.17654	candidacies
	0.17580	clanging
	0.17508	trumpeted
	0.17502	sonorous
	0.17496	resisters
	0.17475	heralding
	0.17455	funereal
	0.17455	annoucement
	0.17393	reprising
	0.17307	inductees
	0.17292	casket
	0.17287	reprised
	0.17233	reverberates
	0.17219	picketing
	0.17203	salutes
	0.17203	eulogies
does_eat_grass	0.85000
	0.33571	herds
	0.31430	sheep
	0.29397	cattle
	0.29285	herd
	0.29016	llamas
	0.28849	yearling
	0.28579	lambs
	0.28119	sired
	0.28031	gelding
	0.27333	goats
	0.26996	burros
	0.26827	cows
	0.26314	mares
	0.25946	bighorn
	0.25754	donkeys
	0.25534	horses
	0.25130	racehorses
	0.24742	foals
	0.24734	livestock
	0.24660	bison
	0.24571	spongiform
	0.24311	oxen
	0.24256	calves
	0.24045	sire
	0.24019	grazing
	0.23604	foal
	0.23583	bovine
	0.23548	ponies
	0.23511	steers
	0.23348	stallions
	0.23064	filly
	0.22867	bulls
	0.22506	euthanized
	0.22347	fillies
	0.22164	elk
	0.22124	herding
	0.21902	purebred
	0.21800	ranches
	0.21740	antelope
	0.21704	herders
	0.21459	thoroughbreds
	0.21375	pastures
	0.21367	mare
	0.20963	pasture
	0.20834	calf
	0.20832	feedlots
	0.20605	feedlot
	0.20463	cattlemen
	0.20455	mule
	0.20414	stallion
does_contain_hold	0.85106
	0.26087	lidded
	0.22606	container
	0.22081	resealable
	0.21442	containers
	0.21086	recyclables
	0.20711	emptied
	0.20370	lid
	0.19738	litre
	0.19411	quart
	0.19082	receptacle
	0.19043	kgs
	0.18717	quarter-finals
	0.18151	liter
	0.18138	undated
	0.17616	compartment
	0.17581	gallon
	0.17447	liters
	0.17181	prizemoney
	0.17059	litres
	0.16871	bins
	0.16347	cans
	0.16346	cashed
	0.16277	receptacles
	0.16211	kg
	0.16185	canister
	0.16126	carton
	0.16105	empties
	0.16019	cartons
	0.15787	ml
	0.15731	sealed
	0.15673	oz
	0.15667	canisters
	0.15653	lbs
	0.15508	inbox
	0.15437	empty
	0.15240	bin
	0.15197	vs.
	0.15195	recyclable
	0.15151	compartments
	0.15149	bag
	0.15128	quarterfinals
	0.15043	envelope
	0.14997	emptying
	0.14967	jar
	0.14843	pails
	0.14810	tray
	0.14783	pail
	0.14487	deposited
	0.14399	cup
	0.14334	bucket
does_buzz	0.85714
	0.24320	honeybee
	0.22652	wasps
	0.22395	honeybees
	0.21755	beekeepers
	0.21308	hornet
	0.21243	mosquito
	0.20235	wasp
	0.20169	beekeeping
	0.20156	pollinators
	0.19898	bee
	0.19450	hornets
	0.19292	beekeeper
	0.18810	d'Affaires
	0.18593	mosquitoes
	0.18182	hive
	0.18176	dragonflies
	0.17846	pollinating
	0.17499	bees
	0.16138	swarms
	0.15134	cicadas
	0.14873	mid-1998
	0.14679	spellers
	0.14171	mosquitos
	0.14054	pollinated
	0.13938	subtypes
	0.13678	nonrecurring
	0.13668	entomologist
	0.13434	truckmaker
	0.13319	spymaster
	0.13245	mid-1996
	0.13142	mid-1997
	0.13008	bedbug
	0.12990	washingtonpost.com
	0.12697	stings
	0.12639	d'affaires
	0.12623	pilotless
	0.12564	gadfly
	0.12488	mid-1999
	0.12356	swarm
	0.12337	broods
	0.12316	dengue
	0.12198	pollination
	0.11865	mid-1993
	0.11734	hives
	0.11675	pollinate
	0.11507	superjumbos
	0.11428	honorees
	0.11223	buzzed
	0.11219	buzzing
	0.11172	insect
does_store	0.85714
	0.20380	litres
	0.19168	kgs
	0.18931	stashed
	0.18922	cu
	0.18792	cartons
	0.18395	containers
	0.18116	barrels
	0.18043	suitcases
	0.17762	bpd
	0.17629	compartments
	0.17522	gallon
	0.17163	bottles
	0.16889	jars
	0.16855	rummaged
	0.16597	litre
	0.16399	squirreled
	0.16244	casks
	0.16119	kegs
	0.16095	gal
	0.16055	cupboard
	0.16055	b/d
	0.15990	boxes
	0.15866	liters
	0.15809	compartment
	0.15421	stashing
	0.15416	carton
	0.15280	kg
	0.14874	lbs
	0.14868	contents
	0.14859	storage
	0.14847	nightstand
	0.14837	stored
	0.14822	empties
	0.14820	container
	0.14713	stashes
	0.14705	unopened
	0.14679	cupboards
	0.14520	reprocess
	0.14491	emptied
	0.14395	inbox
	0.14387	unpacked
	0.14384	drawers
	0.14375	year-ago
	0.14331	rummaging
	0.14298	jar
	0.14296	freezer
	0.14179	crates
	0.14140	dresser
	0.13955	iShares
	0.13937	resealable
has_a_long_beak	0.85714
	0.22012	hummingbirds
	0.21792	heron
	0.21450	flamingos
	0.20892	woodpecker
	0.20398	pelican
	0.19684	woodpeckers
	0.19638	hummingbird
	0.19636	flamingo
	0.19551	herons
	0.19425	pelicans
	0.18973	egrets
	0.18870	v.
	0.17757	spoonbills
	0.17647	washingtonpost.com
	0.16347	refuges
	0.14716	birding
	0.14692	birders
	0.14457	ibis
	0.14199	terns
	0.14172	millones
	0.14063	condors
	0.13984	courthouses
	0.13735	wintering
	0.13711	migratory
	0.13573	al-Shehhi
	0.13481	ornithologists
	0.13268	lockups
	0.13134	warbler
	0.13047	manatees
	0.13043	overflying
	0.12678	iRobot
	0.12644	judgeships
	0.12594	preempted
	0.12532	cormorants
	0.12497	countersued
	0.12410	empresa
	0.12317	grata
	0.12239	storks
	0.12226	overbilling
	0.12185	songbirds
	0.11871	ciento
	0.11829	al-Bandar
	0.11786	passthroughs
	0.11467	gobierno
	0.11451	desde
	0.11450	bedeviling
	0.11251	overflew
	0.11200	snowbirds
	0.11010	al-Askari
	0.10966	resales
is_a_snack	0.85714
	0.24271	granola
	0.20726	cereal
	0.20570	raisin
	0.20565	cereals
	0.19636	varietals
	0.19543	confectionery
	0.18612	franchisee
	0.18466	croissant
	0.18253	bagel
	0.17539	doughnut
	0.17528	croissants
	0.17149	hummus
	0.17001	nut
	0.16990	varietal
	0.16980	chewy
	0.16803	biscotti
	0.16798	eToys
	0.16673	flatbread
	0.16603	confectionary
	0.15927	cityhood
	0.15767	confection
	0.15684	yoghurt
	0.15502	peanut
	0.15379	nutty
	0.15363	biscuit
	0.15166	bagels
	0.15071	spokewoman
	0.14794	breads
	0.14711	confections
	0.14706	intercommunal
	0.14675	sandwich
	0.14673	crackers
	0.14600	pretzel
	0.14444	backrower
	0.14389	pretzels
	0.14343	honoree
	0.14249	duopoly
	0.14205	cochairman
	0.14123	fruitcake
	0.14070	coffees
	0.14067	falafel
	0.14043	outrebounded
	0.13950	milks
	0.13901	terroir
	0.13742	durum
	0.13616	nom
	0.13566	librettist
	0.13504	yogurt
	0.13407	president/general
	0.13303	focaccia
is_used_to_see	0.85714
	0.36697	illumination
	0.33202	lenses
	0.32374	glare
	0.31214	lens
	0.29876	optics
	0.29447	dimming
	0.29436	magnification
	0.28508	mirrors
	0.28090	ultraviolet
	0.26368	headlights
	0.26091	optical
	0.25974	rearview
	0.25667	vision
	0.25643	mirror
	0.25448	myopia
	0.24841	reflector
	0.24835	acuity
	0.24542	fogged
	0.24524	aberrations
	0.24489	retinal
	0.24449	reflectors
	0.24446	imaging
	0.24266	microscope
	0.24214	polarized
	0.24177	wavelengths
	0.24107	corneal
	0.23821	headlamps
	0.23468	reflection
	0.23386	cornea
	0.23208	lamps
	0.23190	brightness
	0.22732	halogen
	0.22507	reflected
	0.22487	dimmed
	0.22449	prism
	0.22335	nearsightedness
	0.22299	tomography
	0.22274	illuminating
	0.22257	fluorescent
	0.22216	microscopes
	0.22187	illuminate
	0.22165	eye
	0.22080	magnifying
	0.22014	eyewear
	0.21898	optometrists
	0.21824	ophthalmologist
	0.21662	infrared
	0.21586	wavelength
	0.21510	irradiation
	0.21361	lighting
is_used_to_wash	0.85714
	0.28025	plumbed
	0.27860	faucets
	0.23931	basins
	0.23343	bathrooms
	0.23219	faucet
	0.22954	plumbing
	0.22910	baths
	0.22025	dishwashers
	0.21977	sinks
	0.21896	basin
	0.21000	bath
	0.20605	aquifers
	0.20471	sink
	0.20346	groundwater
	0.20116	dishwasher
	0.19591	aquifer
	0.19232	hoses
	0.19155	hookups
	0.18765	drains
	0.18214	bedrooms
	0.17972	hose
	0.17950	disposals
	0.17292	sanitary
	0.17183	lavatory
	0.17167	countertops
	0.17116	washable
	0.17083	wastewater
	0.16948	sewer
	0.16895	refrigerant
	0.16796	flannel
	0.16449	jetted
	0.16373	remodeled
	0.16335	sewerage
	0.16146	overflows
	0.15812	septic
	0.15791	wettest
	0.15591	bathtubs
	0.15589	hookup
	0.15512	showers
	0.15487	chlorinated
	0.15427	runoff
	0.15131	condensate
	0.14864	absorbent
	0.14810	sq
	0.14741	lavatories
	0.14734	sediments
	0.14678	dishwashing
	0.14670	heaters
	0.14540	inlets
	0.14465	laundered
is_dangerous	0.85957
	0.28041	lethal
	0.27968	deadly
	0.26809	killed
	0.26037	fatal
	0.25899	fatalities
	0.23796	overdoses
	0.23789	stabbings
	0.23789	ambush
	0.23474	deaths
	0.23426	outrun
	0.23269	machete
	0.23101	venom
	0.22960	dangerous
	0.22957	suicide
	0.22850	ambushed
	0.22778	kills
	0.22671	fatality
	0.22557	ferocious
	0.22445	fueled
	0.22439	attacked
	0.22430	assault
	0.22343	firestorm
	0.22200	butane
	0.22152	attack
	0.22108	stabbed
	0.22030	attacks
	0.21942	fuelled
	0.21928	deadlier
	0.21913	igniting
	0.21838	ignited
	0.21734	vicious
	0.21615	fatally
	0.21446	danger
	0.21399	smokeless
	0.21319	ignites
	0.21268	chainsaw
	0.21204	crossfire
	0.21003	gangs
	0.20900	homicides
	0.20893	killers
	0.20805	gunned
	0.20792	stun
	0.20776	gun
	0.20717	killings
	0.20644	raging
	0.20628	fires
	0.20588	kill
	0.20585	machetes
	0.20447	guns
	0.20423	volts
is_sweet	0.85981
	0.31072	peaches
	0.30230	raspberries
	0.30215	blueberry
	0.30073	raspberry
	0.30041	sweetened
	0.29998	flavors
	0.29906	seedless
	0.28858	strawberry
	0.28855	apricot
	0.28420	marmalade
	0.28034	overripe
	0.28010	apricots
	0.28003	plums
	0.27692	liqueur
	0.27494	cherries
	0.27489	raisin
	0.27414	unsweetened
	0.27340	nectarines
	0.27195	blackberries
	0.26925	candied
	0.26904	guava
	0.26234	strawberries
	0.26155	caramel
	0.26108	fruitiness
	0.26081	butterscotch
	0.25977	applesauce
	0.25956	blueberries
	0.25682	toffee
	0.25365	tart
	0.24941	currants
	0.24921	cranberries
	0.24909	quince
	0.24786	currant
	0.24767	fruity
	0.24738	ripe
	0.24674	raisins
	0.24581	peach
	0.24519	desserts
	0.24295	syrups
	0.23946	syrup
	0.23854	compote
	0.23696	apples
	0.23616	pears
	0.23428	vanilla
	0.23383	prunes
	0.23255	liqueurs
	0.23102	aromas
	0.23050	fruit
	0.22988	fructose
	0.22653	sorbet
does_live_in_water	0.86111
	0.27808	freshwater
	0.26327	coho
	0.25945	manatees
	0.25783	sturgeon
	0.25291	fisheries
	0.24910	wetlands
	0.24672	turtles
	0.24367	catfish
	0.24080	fishery
	0.23499	overfishing
	0.22894	tributaries
	0.22883	largemouth
	0.22601	wetland
	0.22390	steelhead
	0.22305	saltwater
	0.22289	fishes
	0.22188	manatee
	0.22144	trout
	0.22109	estuaries
	0.22013	alligators
	0.21974	amphibians
	0.21889	bluefin
	0.21737	tadpoles
	0.21647	anglers
	0.21526	dolphins
	0.21515	crocodiles
	0.21460	whales
	0.21429	eels
	0.21406	hatcheries
	0.20865	bottlenose
	0.20842	mollusks
	0.20672	hatchery
	0.20619	sockeye
	0.20608	otters
	0.20588	sharks
	0.20366	humpback
	0.20300	aquaculture
	0.19749	frogs
	0.19731	reefs
	0.19679	brackish
	0.19554	salamanders
	0.19361	shrimpers
	0.19341	tarpon
	0.19334	shad
	0.19300	estuary
	0.19272	carp
	0.19153	porpoises
	0.19045	dolphin
	0.18592	orcas
	0.18505	stripers
is_a_carnivore_eats_meat	0.86275
	0.22761	wolves
	0.22198	sightings
	0.22089	hyenas
	0.21716	prowling
	0.21692	cougar
	0.21503	hyena
	0.20988	cheetahs
	0.20293	wolf
	0.19729	leopards
	0.19695	carnivore
	0.19657	lioness
	0.18691	felines
	0.18377	growls
	0.18332	cougars
	0.18266	panther
	0.18002	mauled
	0.17880	werewolf
	0.17877	euthanized
	0.17635	carnivores
	0.17510	jackals
	0.17444	predator
	0.17408	prowl
	0.17279	growl
	0.17136	grizzly
	0.17124	howls
	0.17070	howl
	0.16960	mauling
	0.16817	jaguars
	0.16730	lion
	0.16662	cheetah
	0.16395	tigers
	0.16374	snarling
	0.16221	howling
	0.16146	coyotes
	0.16130	growling
	0.16001	cubs
	0.15873	delisting
	0.15790	jaguar
	0.15696	lynx
	0.15608	civet
	0.15555	roars
	0.15310	purr
	0.15303	pouncing
	0.15293	snarl
	0.15122	iShares
	0.15105	cub
	0.15080	ferocious
	0.15050	prey
	0.14852	tiger
	0.14835	angriest
does_cut	0.86364
	0.25704	saws
	0.25234	sharpening
	0.24894	machetes
	0.24537	knives
	0.23781	sharpened
	0.23718	machete
	0.23462	paring
	0.22453	sharpen
	0.22256	shears
	0.22070	blade
	0.21759	blades
	0.21547	chainsaws
	0.21521	chisels
	0.21149	ax
	0.20756	hacksaw
	0.20622	knife
	0.20599	razors
	0.20504	scalpel
	0.19970	cleaver
	0.18945	hatchet
	0.18518	chainsaw
	0.18462	scythe
	0.18024	tanto
	0.17973	axe
	0.17905	parried
	0.17857	parrying
	0.17857	sharpens
	0.17194	honing
	0.17177	chisel
	0.17158	bladed
	0.16219	hoes
	0.16213	blenders
	0.16072	verite
	0.15899	razor
	0.15735	slashing
	0.15729	swords
	0.15668	drills
	0.15541	washingtonpost.com
	0.15530	honed
	0.15519	bleeped
	0.15424	blunted
	0.15298	dagger
	0.15282	axed
	0.15261	behead
	0.15235	editing
	0.15152	scissors
	0.15017	mincing
	0.14975	cutting
	0.14887	decapitate
	0.14834	roughing
does_hold_contain_liquid_water	0.86667
	0.25402	ml
	0.23134	liter
	0.22934	gallon
	0.22886	gallons
	0.22697	oz
	0.22532	spout
	0.21210	liters
	0.20471	litres
	0.20305	litre
	0.20227	milliliters
	0.19903	quart
	0.19393	ounce
	0.19330	basin
	0.17974	syringe
	0.16814	bottle
	0.16773	jug
	0.16565	reservoir
	0.16264	pint
	0.16013	bowl
	0.15968	cup
	0.15936	milliliter
	0.15705	lukewarm
	0.15651	basins
	0.15634	plumbed
	0.15545	quarts
	0.15500	ppb
	0.15382	sink
	0.14852	mug
	0.14777	ounces
	0.14741	faucet
	0.14598	pours
	0.14570	iShares
	0.14506	km
	0.14489	bath
	0.14489	cistern
	0.14302	thermometer
	0.14265	vs.
	0.14234	standings
	0.14214	pints
	0.14139	diluted
	0.13789	filtered
	0.13658	distanced
	0.13630	bottles
	0.13629	runoff
	0.13376	dispensing
	0.13226	rainfall
	0.13152	pH
	0.13147	barrel
	0.13071	graduations
	0.13047	quarter-finals
has_six_legs	0.86957
	0.26243	insect
	0.25415	mosquitoes
	0.24295	wasps
	0.24201	pest
	0.23748	honeybee
	0.23211	bedbug
	0.22614	infestations
	0.22496	insects
	0.22170	honeybees
	0.21783	mosquito
	0.21763	cicadas
	0.21543	termites
	0.21500	bedbugs
	0.21392	infestation
	0.21294	entomologist
	0.21169	grasshoppers
	0.20853	mites
	0.20736	swarms
	0.20654	beetles
	0.20495	termite
	0.20229	pests
	0.20012	larvae
	0.19756	moths
	0.19660	mite
	0.19269	wasp
	0.19268	ants
	0.19151	dragonflies
	0.19144	locusts
	0.18899	fleas
	0.18335	mosquitos
	0.18334	beekeepers
	0.18275	entomology
	0.18196	ladybugs
	0.18023	pollinating
	0.17834	cockroach
	0.17604	aphids
	0.17468	beetle
	0.17371	bees
	0.17315	pollinators
	0.17303	ant
	0.17253	borer
	0.16828	moth
	0.16669	stings
	0.16668	bee
	0.16662	cockroaches
	0.16486	beekeeping
	0.16454	grasshopper
	0.16359	weevil
	0.16030	hornet
	0.15885	exterminator
made_of_stone	0.86957
	0.30360	sandstone
	0.27280	basalt
	0.26617	excavated
	0.26377	ruins
	0.26257	embankments
	0.26250	limestone
	0.26248	bedrock
	0.25651	quarries
	0.25104	monolith
	0.24931	eroded
	0.24094	fortifications
	0.23246	tombs
	0.23148	outcrop
	0.23106	monolithic
	0.23068	excavations
	0.23034	granite
	0.22840	monuments
	0.22758	necropolis
	0.22684	quarrying
	0.22632	pyramids
	0.22530	quarry
	0.22327	tailings
	0.22296	stone
	0.22247	volcanic
	0.21827	rubble
	0.21544	sedimentary
	0.21484	basins
	0.21458	edifices
	0.21280	sediments
	0.21133	basin
	0.20971	outcropping
	0.20964	fortress
	0.20962	boulders
	0.20794	ramparts
	0.20644	monument
	0.20615	demolished
	0.20501	dynamited
	0.20471	buildings
	0.20375	tributary
	0.20365	mined
	0.20360	mudflows
	0.20288	crumbling
	0.20230	caverns
	0.20192	pillars
	0.20157	viaduct
	0.20153	citadel
	0.20084	sinkholes
	0.20079	smelter
	0.20056	facade
	0.19946	caves
does_hunt	0.87179
	0.24167	panther
	0.23086	cougars
	0.22569	panthers
	0.22165	leopards
	0.21251	wolves
	0.21048	cheetahs
	0.19860	hyenas
	0.19661	cougar
	0.19363	hawks
	0.19148	cubs
	0.19083	tigers
	0.19007	lioness
	0.18596	cheetah
	0.18539	lion
	0.18450	lynx
	0.18391	v.
	0.18218	jaguar
	0.18146	jaguars
	0.17922	wolf
	0.17863	cub
	0.17714	jackals
	0.17497	prowling
	0.17405	prowl
	0.17359	hyena
	0.17111	falcon
	0.17018	falcons
	0.16747	owls
	0.16622	felines
	0.16585	grizzly
	0.16487	eagles
	0.16224	leopard
	0.16222	tiger
	0.16147	raptors
	0.16081	peregrine
	0.16058	lions
	0.16045	grizzlies
	0.15460	zu
	0.15075	hawk
	0.14774	delisting
	0.14415	eagle
	0.14147	fox
	0.14082	vs.
	0.14061	sightings
	0.13886	bear
	0.13690	tagged
	0.13557	bears
	0.13520	predator
	0.13172	coyotes
	0.13144	dinar
	0.13131	owl
does_dig	0.87500
	0.23732	grubbing
	0.20810	trowel
	0.20460	spade
	0.20359	hoe
	0.19536	plough
	0.19521	digs
	0.19392	shoveled
	0.19012	tilling
	0.18154	excavate
	0.18118	ploughing
	0.17724	manure
	0.17489	shovel
	0.16039	hoes
	0.15953	shovels
	0.15612	billion-pound
	0.15601	privatise
	0.15492	shoveling
	0.15300	pickax
	0.15190	iVillage
	0.15182	excavating
	0.15133	bunds
	0.14911	sows
	0.14910	commercialize
	0.14887	privatising
	0.14887	diggers
	0.14879	pigs
	0.14799	tilled
	0.14648	irrigating
	0.14577	piglets
	0.14496	feedlot
	0.14311	feedlots
	0.14090	plowing
	0.14068	pig
	0.14067	nonfarm
	0.13976	fertiliser
	0.13897	excavators
	0.13883	prizemoney
	0.13803	excavation
	0.13719	excavator
	0.13649	horticulturist
	0.13644	iRobot
	0.13618	abattoir
	0.13548	parimutuel
	0.13501	latrines
	0.13215	slovenly
	0.13114	fertilisers
	0.13099	cropland
	0.13081	nee
	0.13037	digger
	0.12887	gumshoe
is_healthy	0.87500
	0.28377	cantaloupe
	0.27855	avocados
	0.27733	apricots
	0.27636	persimmons
	0.26875	fruits
	0.26514	broccoli
	0.26468	nectarines
	0.26399	prunes
	0.26108	papayas
	0.25612	pomegranates
	0.25580	spinach
	0.25200	pureed
	0.24859	tomatoes
	0.24554	eggplants
	0.24467	plums
	0.24440	veggies
	0.24330	seedless
	0.24330	kale
	0.24282	papaya
	0.24193	quinoa
	0.24117	figs
	0.23875	servings
	0.23792	blueberries
	0.23742	vegetables
	0.23604	walnuts
	0.23305	cauliflower
	0.23278	legumes
	0.23103	avocado
	0.23068	sprouts
	0.23052	miso
	0.23039	chickpeas
	0.22892	ripe
	0.22874	eggplant
	0.22637	pears
	0.22620	peaches
	0.22513	berries
	0.22494	zucchini
	0.22449	apples
	0.22446	lycopene
	0.22410	mangoes
	0.22287	oranges
	0.22258	cranberries
	0.22135	beets
	0.22056	ripened
	0.21968	carrots
	0.21955	ripening
	0.21767	overripe
	0.21635	cherries
	0.21611	antioxidants
	0.21547	pomegranate
is_wrinkly	0.87500
	0.24215	prunes
	0.23644	currants
	0.23012	dates
	0.19933	prune
	0.19360	washingtonpost.com
	0.17871	raisin
	0.17602	currant
	0.17299	renominated
	0.17290	raisins
	0.15996	pruned
	0.15926	thumb
	0.15849	quadriceps
	0.15749	hyperextended
	0.15517	chronologically
	0.15487	paroles
	0.15312	chronological
	0.15301	legumes
	0.15236	reappointment
	0.15191	firmed
	0.15183	candidature
	0.15143	renominate
	0.14987	reappointed
	0.14622	oilseeds
	0.14572	date
	0.14494	peas
	0.14298	recalculate
	0.14260	absentees
	0.14197	apricots
	0.14088	rosters
	0.13977	plumped
	0.13921	rescheduling
	0.13899	chronology
	0.13871	reappoint
	0.13860	reschedule
	0.13703	retroactive
	0.13605	nominations
	0.13519	reconfirmed
	0.13441	reauthorized
	0.13403	ripen
	0.13382	unsourced
	0.13323	renamed
	0.13239	appointees
	0.13181	backdated
	0.13064	enlistment
	0.13038	arap
	0.13008	permissions
	0.12992	renegotiated
	0.12987	hamstrings
	0.12973	hellip
	0.12967	diGenova
is_for_one_person	0.88000
	0.21975	bicycling
	0.20388	biking
	0.19180	bike
	0.18765	triathlon
	0.18543	chaired
	0.18496	triathlons
	0.18170	triathletes
	0.18086	motorcycling
	0.18021	d'Alene
	0.17941	paddlers
	0.17919	paddling
	0.17819	participated
	0.17807	cycling
	0.17697	triathlete
	0.17536	kayak
	0.17295	d'Italia
	0.17103	bicycle
	0.17026	cyclists
	0.16996	bikes
	0.16930	bicyclists
	0.16876	armchair
	0.16830	motorcycles
	0.16630	moped
	0.16467	motorcycle
	0.16119	canoeing
	0.16077	kayaking
	0.15929	cyclist
	0.15806	riders
	0.15770	participates
	0.15763	stools
	0.15707	convened
	0.15629	glider
	0.15530	chair
	0.15454	motorcyclists
	0.15374	whitewater
	0.15290	cosponsored
	0.15271	stool
	0.15203	convenes
	0.15010	motocross
	0.14929	kayaks
	0.14894	pedaled
	0.14727	sponsored
	0.14601	scooters
	0.14511	ruminations
	0.14305	pedaling
	0.14036	commuting
	0.13969	canoe
	0.13761	distanced
	0.13733	km
	0.13683	exercisers
made_of_wood	0.88199
	0.29000	oars
	0.28010	slats
	0.27783	oar
	0.27720	wooden
	0.25077	bookcase
	0.24372	canoes
	0.24297	gangway
	0.23536	teak
	0.23373	easel
	0.23273	tiller
	0.22827	headboard
	0.22803	paddle
	0.22683	pivoted
	0.22675	wielded
	0.22437	decks
	0.22292	uprights
	0.22164	starboard
	0.21874	canoe
	0.21720	rattan
	0.21345	plywood
	0.21324	helm
	0.21233	dovetailed
	0.21219	swung
	0.21214	planks
	0.21091	unpainted
	0.21000	rails
	0.20972	birch
	0.20946	trestle
	0.20869	whittling
	0.20746	pontoon
	0.20707	bowed
	0.20644	deck
	0.20622	brooms
	0.20572	crossbar
	0.20421	rowboat
	0.20384	braced
	0.20253	varnished
	0.20154	hewed
	0.20108	axe
	0.20101	figurehead
	0.20035	dovetail
	0.19924	axes
	0.19910	sideboard
	0.19862	ladder
	0.19767	rake
	0.19632	cudgel
	0.19617	reeds
	0.19510	broom
	0.19492	paddles
	0.19442	berths
has_a_tail	0.88785
	0.32534	purebred
	0.30713	sired
	0.28595	breeding
	0.27874	breeds
	0.27491	euthanized
	0.27078	bred
	0.26096	pups
	0.25947	yearling
	0.25650	kittens
	0.25373	breed
	0.25228	breeders
	0.25096	domesticated
	0.24932	wolves
	0.24785	foxes
	0.24741	cheetahs
	0.24729	reintroduction
	0.24645	animals
	0.24598	endangered
	0.24518	puppies
	0.24250	foals
	0.24192	lambs
	0.23943	tamed
	0.23922	herd
	0.23878	hamsters
	0.23726	burros
	0.23633	felines
	0.23535	leopards
	0.23490	bluefin
	0.23459	cats
	0.23342	mammals
	0.23303	rhesus
	0.23289	tigers
	0.23275	gestation
	0.23232	mares
	0.23177	subspecies
	0.23149	sire
	0.23035	ferrets
	0.22760	bighorn
	0.22725	foal
	0.22707	otters
	0.22454	breeder
	0.22419	bulls
	0.22362	neutered
	0.21919	herds
	0.21906	mammal
	0.21672	weaned
	0.21602	dolphins
	0.21440	tabby
	0.21277	beluga
	0.21245	otter
does_burn	0.88889
	0.29622	stoves
	0.28287	smokeless
	0.23698	unlit
	0.23031	burners
	0.22994	smokers
	0.22712	cigarettes
	0.22690	furnaces
	0.22555	cigars
	0.21735	pyre
	0.21721	smokes
	0.21674	smoker
	0.21581	briquettes
	0.21285	incinerators
	0.21112	cigarette
	0.21073	snuffed
	0.20998	toasters
	0.20982	crematory
	0.20806	embers
	0.20605	cigar
	0.20418	burner
	0.20417	snuffing
	0.20379	lighters
